Country,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100
Switzerland,sitter_stgallen_steinbrunnerf ,,43,Rocky,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,sitter_stgallen_steinbrunnerf ,,43,Rocky,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,
Spain,"El Muntanyans, Tarragona",Mediterranean Sea,100,Sandy,,,,,10,,,1,,,,,,,,,,33,,,,,,178,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,60,,,,,,,,,,,,,,297,1,,,,
Spain,Burumendi,North-east Atlantic Ocean,21,Other (mixed),,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Burumendi,North-east Atlantic Ocean,21,Other (mixed),,2,,,12,1,,20,,,,,,,,,,9,,,,,1,,,,41,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,
Switzerland,sitter_stgallen_steinbrunnerf ,,43,Rocky,,2,6,,1,,,,,,,,,,,,,2,,,,,,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Switzerland,sitter_stgallen_steinbrunnerf ,,43,Rocky,,,,,,,,,,,,,,,,,,,,,,,,64,,,5,,,6,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,sitter_stgallen_steinbrunnerf ,,43,Rocky,,2,1,,,1,,,,,,,,,,,,,,,,,,3,,,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Switzerland,sitter_stgallen_steinbrunnerf ,,43,Rocky,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,sitter_stgallen_steinbrunnerf ,,43,Rocky,,,3,,2,,,,,,,,,,,,,2,,,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
Italy,"MARINA DI CURINGA Strada Statale 18, 88022 CURINGA, Italie",Mediterranean Sea,88,,,100,,,10,20,,10,,,,,,,,,,90,,,,,20,60,,,10,30,,20,,20,,,,,,,,,,,,10,,,,10,,,20,,,,,,,,,,10,5,,,,,200,,40,,,,,,,,,,,,60,,,,,10
Denmark,Brøndby Strand,Baltic Sea,2341,,3,15,,,24,,,19,,,,,,,,,,60,,,,,,170,,,200,,3,,,28,,,,,,,,,,,10,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,Jan A. Jensen,North-east Atlantic Ocean,1731,Other (mixed),,21,22,,4,,,11,,,,,,,,,,28,,,,,,33,,,18,,,,3,25,,,,,,,,1,,,,22,,1,,,,,,,,,,,,,,,,,,,21,,,,15,,,,,,,,,,,,1,,,,,
Greece,Saronida,Mediterranean Sea,226,Sandy,,26,27,,12,16,,1,,,,,,,,,,1,,,,,,20,,,8,,,,10,16,,,,,,,,0,,,,0,,3,,,,,,,,,,,,,,,,,,0,10,,,,5,,,,,,,,,,,,0,,,,,
Switzerland,zuerichsee_waedenswil_colomboc_1,,14,Rocky,,,,,,,,,,,,,,,,,,,,,,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Switzerland,zugersee_Immensee_Guedesd,,21,,,0,0,,0,0,,0,,,0,,,,,,,3,1,0,3,1,0,5,0,,8,0,0,2,0,2,,0,,,,,,,,,2,1,0,,,,,,0,,,,,0,1,0,,,0,0,,,,,0,0,54,0,,,,1,,0,0,0,,0,0,0,,,1,0
Switzerland,zugersee_Immensee_Guedesd,,21,,,0,0,,1,0,,0,,,0,,,,,,,1,0,1,0,1,0,3,1,,6,2,0,1,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,8,,,0,0,,,,,4,0,18,0,,,,0,,0,1,0,,0,0,0,,,0,0
Switzerland,zugersee_Immensee_Guedesd,,21,,,0,1,,0,0,,0,,,0,,,,,,,0,0,0,1,0,0,10,0,,8,0,0,2,0,0,,0,,,,,,,,,0,2,0,,,,,,0,,,,,0,1,5,,,0,0,,,,,3,1,4,0,,,,0,,0,0,0,,0,0,2,,,0,0
Switzerland,zugersee_Immensee_Guedesd,,21,,,0,0,,0,0,,0,,,0,,,,,,,0,0,2,0,3,0,0,0,,11,0,0,2,5,0,,0,,,,,,,,,0,3,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,2,0,5,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,zuerichsee_waedenswil_colomboc_1,,14,Rocky,,,,,,,,,,,,,,,,,,,,,2,,,11,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
Switzerland,zuerichsee_waedenswil_colomboc_1,,14,Rocky,,,,,,,,,,,,,,,,,,,,,,,,11,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,2,,,,,,,,2,,,,,,,,,,
Switzerland,zuerichsee_waedenswil_colomboc_1,,14,Rocky,,,,,,,,,,,,,,,,,,,,,3,,,12,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,2,,,,,,,,,3,,2,,,,,,,4,,,,,,2,,,,
Switzerland,zuerichsee_waedenswil_colomboc_1,,14,Rocky,,,,,,,,,,,,,,,,,,,,1,,,,4,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,1,,,,,,,1,,,,,,,,,,
Switzerland,zuerichsee_waedenswil_colomboc_1,,14,Rocky,,,,,,,,,,,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,1,,,,,,,2,,,,,,,,,,1
Switzerland,zugersee_Immensee_Guedesd,,21,,,0,0,,0,0,,2,,,2,,,,,,,3,0,1,1,4,0,2,0,,2,0,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,1,0,10,,,0,0,,,,,2,0,6,0,,,,0,,0,0,0,,0,0,0,,,0,0
Spain,"Port Saplaya, Valencia/València",Mediterranean Sea,100,Sandy,1,20,,,16,,,11,,,0,,,,,,,12,,,,,,88,,,15,,,,,9,,,,,,,,,,5,,11,4,,,,,,3,,,,,,12,11,,,,,,3,,,3,15,,,,,,,,,,,,,15,4,,,,1
Spain,"Port Saplaya, Valencia/València",Mediterranean Sea,100,Sandy,,,,,23,,,13,,,,,,,,,,187,,,,,,12,,,28,,,,,34,,,,,,,,,,,,66,6,,,,,,2,,,,,,,0,,,,,,,,,59,1,,,,,,,,,,,,,,12,,,,
Switzerland,zuerichsee_waedenswil_colomboc_1,,14,Rocky,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,
Switzerland,zuerichsee_waedenswil_colomboc_1,,14,Rocky,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Switzerland,zuerichsee_waedenswil_colomboc_1,,14,Rocky,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,8,,,,,,,,,,
Switzerland,zuerichsee_waedenswil_colomboc_1,,14,Rocky,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,1,,,,,,,,,,,,2,1,,,,,,,,,,,,1,,,,,,,,,,8,2,2,,,,,1,,3,,,,1,,,,,,1
France,"Plage des Conches, 85560 LONGEVILLE SUR MER, France",North-east Atlantic Ocean,76,,,50,,,30,50,,40,,,,,,,,,,20,,,,,3,200,,,30,20,,3,15,10,,,,,,,,,,,,30,,,,15,,,15,,,,,,,,,,2,2,,,,,,,15,,,,,,,,,,,,,,,,,
France,"Parking Anse du Croc - local Malicorne Surf Association, 22240 Fr?hel, France",North-east Atlantic Ocean,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"Domaine naturiste de La Jenny, 33680 Le Porge, France",North-east Atlantic Ocean,79,,,100,100,,150,,,,,,,,,,,,,200,,,,,,10,,,,,,100,,,,,,,,,,,,,,300,,,,200,,,,,,,,,,,,,,20,,,,,15,,100,,,,,,,,,,,,25,,,,,
Denmark,Hellerup strand ,North-east Atlantic Ocean,159,,,0,0,,0,0,,0,,,,,,,,,,0,,,,,,3,,,0,,,,0,0,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,0,2,,,,
Denmark,Hellerup strand ,North-east Atlantic Ocean,159,,,0,0,,0,0,,0,,,,,,,,,,0,,,,,,8,,,3,,,,0,0,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,
Denmark,Hellerup strand ,North-east Atlantic Ocean,159,,,0,0,,0,0,,0,,,,,,,,,,1,,,,,,51,,,0,,,,1,6,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,
France,"Avenue de Montredon, 13008 Marseille, France",Mediterranean Sea,150,,,108,,,3,4,,25,,,1,,,,,,,79,,,,,7,1153,,,446,48,10,45,31,77,,,,,,,,,,,,,,,,10,,,3,,,,,,,,,,,,,,,,116,,50,,,,,,,,,,,,36,,,,,
Greece, Faneromeni,Mediterranean Sea,106,,1,,,,4,,,,,,,5,,,,,1,,,12,,2,2,17,,,2,,,4,,4,,,,,,,,2,,,2,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,
Spain,"1029 Barrio Oriñón, 39798 Oriñón, Espagne",North-east Atlantic Ocean,81,,,45,,,20,50,,,,,,,,,,,,74,,,,,2,200,,,23,5,5,4,,,,,,,,,,,,,,17,,,,12,,,1,,,,,,,,,,6,3,,,,,28,,32,,,,,,,,,,,,,,,,,
Italy,D'Ayala Maruggio (TA),Unknown,100,,2,3,2,4,11,17,1,1,1,2,1,,,1,,,,14,6,22,2,,2,31,,,2,,,15,,8,,,,,,4,,21,,,2,4,,2,1,1,2,,1,,2,,,1,,,2,,1,1,,,,,48,6,55,10,,,,,,,,,1,,42,,,,,
France,"1 Route de Pen an Toul, 29480 Le Relecq-Kerhuon, France",North-east Atlantic Ocean,73,,,5,,,5,5,,10,,,,,,,,,,5,,,,,,5,,,5,5,,,,,,,,,,,,,,,,20,,,,30,,,,,,,,,,,,,5,,,,,,10,,15,,,,,,,,,,,,,,,,,
,"7 Avenue Jean Mermoz, 06230 Saint-Jean-Cap-Ferrat, France",Mediterranean Sea,150,,,29,,,,,,22,,,25,,,,,,,64,,,,,5,15,,,9,11,4,12,45,5,,,,,,,,,,,,3,,,,4,,,,,,,,,,,,,,3,,,,,,,828,,,,,,,,,,,,,,,,,
,"7 Avenue Jean Mermoz, 06230 Saint-Jean-Cap-Ferrat, France",Mediterranean Sea,150,,,17,,,15,22,,,,,85,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,498,,,,,,,,,,,,,,,,,
,"7 Avenue Jean Mermoz, 06230 Saint-Jean-Cap-Ferrat, France",Mediterranean Sea,150,,,66,,,,,,,,,20,,,,,,,66,,,,,2,9,,,,16,4,,12,1,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,4,,,,,,,837,,,,,,,,,,,,,,,,,
,"Parc du Champ de Mars, Avenue de la R?publique, 68000 Colmar, France",Unknown,150,,,4,,,2,3,,23,,,,,,,,,,43,,,,,4,930,,,116,5,,7,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,2,,,,,2
Israel,Betzet,Mediterranean Sea,1018,Sandy,,20,21,1,,,,28,,,,,,,,,,34,,,4,,,19,,,6,1,,12,12,14,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,12,,,,4,,,,,,,,,,,,2,7,,,,
Italy,Localit? Isola S. Andrea presso Marano e Grado,Mediterranean Sea,99,,2,,,,2,2,1,2,1,1,,,,1,9,1,,2,2,2,2,9,1,6,1,,2,2,1,2,2,2,1,1,,,4,4,9,4,4,9,,,,,,,,,,1,,,,1,,1,1,1,9,,9,1,,,9,9,418,418,1,9,9,9,9,9,1,9,,,19,1,1,1,,
France,"12 Boulevard maritime, 14150 Ouistreham, France",North-east Atlantic Ocean,72,,,,,,,,,10,,,,,,,,,,30,,,,,5,50,,,20,10,,,,,,,,,,,,,,,,20,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Denmark,Søndre Strand Køge,Baltic Sea,259,,1,17,,,3,,,3,,,,,,,,,,25,,,,,2,65,,,36,,2,,8,2,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,Vostok,Black Sea,87,Sandy,,10,,,12,1,2,,1,,2,,,,,,,7,,,1,,,37,,,5,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14,,,,,,,,,,,,,,,,,,,,1,
Bosnia and Herzegovina,Neum,Mediterranean Sea,1551,Other (mixed),,37,15,,56,17,,14,,,,,,,,,,90,,,,,,895,,,28,,,,70,45,,,,,,,,2,,,,35,,8,,,,,,,,,,,,,,,,,,32,30,,,,32,,,,,,,,,,,,9,,,,,
France,"5 Avenue des Gourbets, 33121 Carcans, France",North-east Atlantic Ocean,6000,,,3000,,,20,300,,300,,,23,,,,,,,1700,,,,,61,500,,,250,50,8,100,50,200,,,,,,,,,15,,,50,,,,50,,,1,,,,,,,,,,150,61,,,,,5000,,40,,,,,,,,,,,,120,,,,,10
,"Unnamed Road, 17000 La Rochelle, France",North-east Atlantic Ocean,350,,,,,,,8,,60,,,8,,,,,,,83,,,,,,327,,,60,,,,,32,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,200,,35,,,,,,,,,,,,,,,,,
,Oxwich,North-east Atlantic Ocean,106,Sandy,,,,,,,,,,,,,,,,,,6,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,37,,,,,
Spain,"Cala Sorbas, Almería",Mediterranean Sea,100,Pebbels,,18,,,78,,4,34,,,4,,,,,,,70,,,,,,202,,,36,,,,,22,,,,,,,,,,,,20,10,,,,,,,,,,,,,34,,,,,,26,,,320,,,,,,,,,,,,,,,114,,,,
Russian Federation,Kurort,Baltic Sea,100,Sandy,,1,15,117,,,,1,2,,,,,,,2,,,,,,,,10,,,68,,11,10,5,,1,1,4,,,,,,,,,18,,,,,,,1,,1,,,,2,2,,,,,,,,,12,1,,,,,,4,,2,,,,,6,5,,,,
,"Dique de Contenci?n de Arenas Pr?ncipe Juan Carlos I, Huelva, Spain",North-east Atlantic Ocean,150,,,41,,,2,,,34,,,2,,,,,,,19,,,,,2,2,,,17,5,2,6,2,17,,,,,,,,,52,,,216,,,,93,,,18,,,,,,,,,,,2,,,,,75,,10,,,,,,,,,,,,15,,,,,
Spain,"Cala de la Palmera, Alicante/Alacant",Mediterranean Sea,100,Rocky,2,3,,,2,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,1,9,,,,,,,,,,,,,3,0,,,,
Spain,"Hotel Playa Garden - Avinguda Platges de Muro, 07458 Playa de Muro, Espagne",Mediterranean Sea,86,,,20,,,15,15,,10,,,,,,,,,,50,,,,,2,,,,20,20,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,3,2,,,,,100,,10,,,,,,,,,,,,,,,,,4
Switzerland,goldach_goldach_schlachterj,,19,,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Italy,"Spiaggia di Mappatello, Torre Annunziata (NA)",Mediterranean Sea,100,,,,,3,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,10,,,,,,,5,,,,,50,,,,,
Switzerland,goldach_goldach_schlachterj,,19,,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,1,0,,,0,0,,,,,1,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,goldach_goldach_schlachterj,,19,,,1,0,,0,0,,1,,,0,,,,,,,0,0,0,0,0,0,3,0,,1,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Italy,"Sa Mesa Longa San vero Milis, 09070 San Vero Milis, Italie",Mediterranean Sea,86,,,30,50,,4,,,50,,,,,,,,,,100,,,,,,10,,,30,10,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,"Famara, Las Palmas",North-east Atlantic Ocean,100,Sandy,,7,,,17,,2,,,,,,,,,,,25,,,,,,5,,,,,,,,6,,,,,,,,,,1,,27,10,,,,,,,,,,,,1,0,,,,,,,,,2000,,,,,,,,,,,,,,,0,,,,
Italy,Silvi Sud,Mediterranean Sea,99,,4,17,17,17,4,4,,4,,,,,,,5,,,4,4,4,4,5,4,113,1,,4,4,3,4,4,4,1,1,,,1,1,5,1,1,5,,,,,,,,,,3,,,,,6,1,1,1,5,,5,1,,,5,5,9,9,3,5,5,5,5,5,,5,,6,2,,1,,,
Slovenia,Rt Ronek - Strunjan,Mediterranean Sea,1277,Pebbels,,3,15,,9,6,,9,,,,,,,,,,11,,,,1,2,3,,,26,,,4,2,,,,,,,,,,,,,2,,13,,,,,,,,,,,,,,,,,,4,136,,,,,,,,,,,,,,,,,9,,,,
Italy,Fiumara Sant'Antonio Roccella Jonica (RC),Mediterranean Sea,100,,,17,,,65,,,,,,4,,,,,,,30,,,,,10,60,,,7,,,5,5,12,,,,,,,,,,,,,,,2,,,5,,1,,,,,,,,,30,2,,,,,53,2,30,,,,,,,22,,,,,,,,2,,
Denmark,Vejers Strand,North-east Atlantic Ocean,2748,,,98,,,35,,,20,,,4,,,,,,2,206,,,,,2,380,,1,30,,10,,21,86,,,9,,,,,,,,172,585,,,,,,,11,,,,,,11,,,,5,8,,,,,,,,,,,,,,,,,,,,,,2,3,
Italy,Siracusa I,Mediterranean Sea,31,Sandy,,19,,,4,,,1,,,,,,,,,,24,,,,,4,505,1,,5,,,20,8,26,,2,,,,,,,,,,12,,,,,,,1,,,,,,,,,,,,,,,,217,,25,,,,,1,,,,,,10,1,,,,,
Estonia,Dirhami I,Baltic Sea,57,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Olive tree field beach,Mediterranean Sea,530,,,20,,,52,36,11,9,,,,2,,,,1,,130,,23,5,1,9,,,,47,,,86,,30,,,,,,,2,1,,,,,1,,,5,1,1,,3,15,6,,1,,50,,,18,22,,2,,,12,4,165,4,,,,,,8,1,,,,2,,,,2,5
Italy,Oristano Is Arenas,Mediterranean Sea,99,,25,31,31,31,25,25,4,25,4,4,,,,3,80,3,1,25,25,25,25,80,5,5,12,1,25,25,6,25,25,25,2,2,1,1,1,1,80,1,1,80,20,20,20,20,20,20,20,,20,6,1,1,1,3,15,2,2,2,80,1,80,2,,,80,80,13,13,6,80,80,80,80,80,3,80,20,15,400,1,,1,6,5
Greece,"Aghios Nikolaos,1",Mediterranean Sea,46,Pebbels,,2,,,16,20,,1,,,,,,,,,,128,,,,,,1,,,,,,,,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,,,,,,,254,,157,,182,,,,,,,,,,,,,,,,,
,Victoria Park,North-east Atlantic Ocean,1083,Other (mixed),,28,,,106,,,32,,,,,,,,,,26,,,,3,1,6,,,47,,4,6,17,6,,8,,11,,,,,,,3,2,3,6,,2,2,1,14,,,,,1,,1,,,,1,,13,22,2,20,,1,,,,,3,,,,,,2,,1,,,,1
Netherlands,Blankenberg beach,North-east Atlantic Ocean,92,Sandy,6,8,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Bele skale 1 MS Monitoring ,Mediterranean Sea,106,Pebbels,,9,6,,5,6,1,,2,1,,1,,,,,,21,7,1,5,4,1,6,3,,27,,2,9,2,2,,,,,,,,17,,,3,10,,3,,2,,,,,,,,,,2,,,1,,,,,,89,,69,,,,2,4,,7,,,1,7,,29,,,1,4
Slovenia,Bele skale 1 MS Monitoring ,Mediterranean Sea,106,Pebbels,,,42,,,,,17,,,,,,,,,,,,5,1,5,1,24,,,,6,1,,1,6,,,,,,,,9,,,,3,,7,,,,2,,,,,,,,,,,2,,,,,,26,,14,,,,,1,,1,,1,,5,23,,,,,
Slovenia,Bele skale 1 MS Monitoring ,Mediterranean Sea,106,Pebbels,,,6,14,4,2,,14,,1,,,,,,1,,7,3,3,,4,,,,,,,1,6,,,,1,,,,,,5,,,,2,,,,,,,,,1,,,,2,5,,,,,,29,,,15,,64,2,,,,,,,,,,,1,,,,,
Slovenia,Bele skale 1 MS Monitoring ,Mediterranean Sea,106,Pebbels,,29,,,6,2,,60,,,,,,,,,,15,1,1,10,18,3,5,1,,,5,1,14,2,6,,,,,,2,,36,,,6,6,,16,,3,,,2,2,4,,,,5,3,,,1,,,,,,58,,170,,,,,9,,3,,,,,38,,,,1,1
Slovenia,Bele skale 1 MS Monitoring ,Mediterranean Sea,106,Pebbels,1,8,67,,4,1,,2,,,,1,,,,,,14,1,14,8,29,1,38,1,,46,2,4,12,1,5,,,,,,1,,42,,,2,30,,5,,43,,,2,,,,,,3,,1,,1,,,5,,,72,,77,,,,1,20,,31,,1,,4,10,1,,,,1
Slovenia,Bele skale 1 MS Monitoring ,Mediterranean Sea,106,Pebbels,,6,,,,,,22,,,,,,,,1,,9,,,2,14,,,1,,,5,,,,1,,,,,,2,,7,,,,7,,,,,,,,,,,,,2,14,,,1,,,,,,16,,27,,,,,,,1,1,,,,13,,,,1,1
Slovenia,Bele skale 1 MS Monitoring ,Mediterranean Sea,106,Pebbels,,14,79,,4,1,,9,,1,,,,,,,,63,10,34,20,21,3,61,3,2,77,22,,19,3,21,,,,,,,,58,,,10,15,,11,,1,,,9,4,2,,,,3,1,,,1,1,,17,,,195,,44,,,,1,10,,5,,2,,6,134,3,,,3,1
Slovenia,Bele skale 1 MS Monitoring ,Mediterranean Sea,106,Pebbels,,6,,,1,,,,,,,,,,,,,2,1,5,6,5,,55,,,20,5,1,10,1,7,,,,,,,,8,,,,,,4,,,,,,,1,,,,,,,,,,,,,,60,,19,,,,,2,,5,,,,1,37,,,,,
Slovenia,Bele skale 1 MS Monitoring ,Mediterranean Sea,106,Pebbels,,6,9,,,,1,1,1,,,,,,,,,13,6,1,5,5,,28,,,28,,,4,,4,,,2,,,,,11,,,4,4,,7,,1,,,7,,,,,,1,,,,,,,,,,33,,29,,,,,5,,11,1,1,,,10,,,,,
Romania,Mangalia 2,Black Sea,2081,Sandy,,0,4,,0,0,,0,,,,,,,,,,10,,,,,,115,,,3,,,,0,1,,,,,,,,0,,,,4,,0,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,,,,,,,,,0,,,,,
Romania,Mangalia 2,Black Sea,2081,Sandy,,9,2,,89,0,,3,,,,,,,,,,19,,,,,,15,,,20,,,,0,5,,,,,,,,0,,,,8,,0,,,,,,,,,,,,,,,,,,15,31,,,,4,,,,,,,,,,,,6,,,,,
Romania,Mangalia 2,Black Sea,2081,Sandy,,3,6,,0,0,,0,,,,,,,,,,13,,,,,,139,,,3,,,,0,5,,,,,,,,0,,,,6,,0,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,,,,,,,,,0,,,,,
Romania,Mangalia 2,Black Sea,2081,Sandy,,0,6,,0,1,,2,,,,,,,,,,10,,,,,,27,,,20,,,,4,7,,,,,,,,0,,,,12,,0,,,,,,,,,,,,,,,,,,1,32,,,,0,,,,,,,,,,,,1,,,,,
Spain,"El Descargador, Almería",Mediterranean Sea,100,Sandy,,1,,,1,,,,,,,,,,,,,2,,,,,,32,,,4,,,,,5,,,,,,,,,,,,6,,,,,,,,,,,,,8,0,,,,,,,,,8,,,,,,,,,,,,,,,3,,,,
Greece,Church Beach,Mediterranean Sea,0,Other (mixed),,3,,,30,42,,,,,,1,,,,,,8,,,,,1,19,,,2,,,,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,81,2,2,1,95,,,,,,,,,,,,2,,,,1,
Italy,Spiaggia di Sampieri Scicli (RG),Mediterranean Sea,100,,,,8,,12,,,,,,,,,,,,,26,,,,2,,37,,,,,,8,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
France,"11 Lotissement California, 20290 Lucciana, France",Mediterranean Sea,1250,,,700,,,5,23,,8,,,1,,,,,,,48,,,,,11,458,,,3,7,1,6,,12,,,,,,,,,2,,,,,,,8,,,10,,,,,,,,,,8,36,,,,,705,,153,,,,,,,,,,,,36,,,,,9
,"centre UCPA, 40140 Soustons, France",North-east Atlantic Ocean,80,,,28,,,14,38,,6,,,,,,,,,,65,,,,,1,14,,,12,,1,3,,,,,,,,,,,,,,17,,,,13,,,,,,,,,,,,,1,2,,,,,36,,42,,,,,,,,,,,,,,,,,12
France,"37 Lotissement Calanques du Pin de Galle, 83220 Le Pradet, France",Mediterranean Sea,150,,,1,,,,,,5,,,1,,,,,,,2,,,,,,35,,,1,,,2,1,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,10,,2,,,,,,,,,,,,,,,,,
Switzerland,arve_carouge_battistellak,,56,Sandy,,,,,2,2,,2,,,1,,,,,,,,,1,,,1,3,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12,,7,,,,,,,,,,,,,,,,,2
