,BeachCountry,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
2734,Denmark,"Sønderø, Roskilde Vig",North-east Atlantic Ocean,99,Pebbels,,2.0,2.0,,,,,,,,,,,,,,,4.0,,,2.0,4.0,,10.0,,,8.0,,,2.0,,,,2.0,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,2.0,,,8.0,,,20.0,,2.0,,,,,2.0,,,,,,,14.0,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,2.0,,,,2.0,,,,,,,,,,10.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,2.0,
2735,Denmark,"Sønderø, Roskilde Vig",North-east Atlantic Ocean,99,Pebbels,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,Montenegro,Bar Montenegro,Mediterranean Sea,254,Other (mixed),,3.0,12.0,,9.0,24.0,,13.0,,,,,,,,,,8.0,,,,,,35.0,,,16.0,,,,,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,55.0,96.0,,,,34.0,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
2737,France,"10 Boulevard de Verdun, 44600 Saint-Nazaire, France",North-east Atlantic Ocean,75,,,10.0,15.0,,7.0,,,6.0,,,,,,,,,,10.0,,,,,12.0,50.0,,,2.0,20.0,4.0,6.0,3.0,4.0,,,,,,,,,,,,7.0,,,,0.0,,,2.0,,,,,,,,,,32.0,1.0,,,,,80.0,,5.0,,,,,,,,,,,,32.0,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,2.0,,4.0,,,,,,,,40.0,,,
2738,,"Parc des Ramiers, 2 Rue F?lix Debax, 31700 Blagnac, France",Unknown,750,,,62.0,,,,21.0,,218.0,,,,,,,,,,44.0,,,,,,686.0,,,218.0,,,27.0,,7.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,340.0,,9.0,,,,,,,,,,,,11.0,,,,,11.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,0.0
2739,Spain,"El Puertito, Las Palmas",North-east Atlantic Ocean,100,Rocky,,,,,167.0,,35.0,12.0,,,,2.0,,,,,,159.0,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,16.0,,,,1.0,93.0,,,,,,93.0,,,31.0,,,,,,,,,,,,,,,0.0,,,,,,,9.0,,,,,,,,,,,14.0,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,5.0,13.0,,,,,,,1.0,,,,,,,,,,,7.0,,2.0,,,,,,,,2.0,114.0,,
2740,France,"Unnamed Road, 13008 Marseille, France",Mediterranean Sea,350,,,87.0,,,,,,70.0,,,11.0,,,,,,,59.0,,,,,15.0,706.0,,,82.0,92.0,5.0,71.0,10.0,47.0,,,,,,,,,10.0,,,3.0,,,,,,,6.0,,,,,,,,,,,5.0,,,,,946.0,,476.0,,,,,,,,,,,,5.0,,,,,1.0,,,,5.0,,,,,2.0,,,,,,,,,,,,1.0,28.0,,,,,,,,,,,,,,,,,,,,,,,50.0,,,60.0,,,,,,,,,,,,,,,46.0,,61.0,,,,,,,,250.0,,,0.0
2741,,"628 Boulevard Commandant l'Herminier, 83220 Le Pradet, France",Mediterranean Sea,750,,,5.0,,,2.0,1.0,,10.0,,,5.0,,,,,,,20.0,,,,,1.0,150.0,,,20.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,10.0,,,,10.0,,,10.0,,,,,,,,,,1.0,1.0,,,,,10.0,,50.0,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,1.0,,20.0,,,,,,,,20.0,,,0.0
2742,France,"348 Avenue Grassion Cibrand, 34280 Mauguio, France",Mediterranean Sea,750,,,,,,2.0,1.0,,,,,6.0,,,,,,,124.0,,,,,2.0,3862.0,,,,68.0,17.0,3.0,5.0,34.0,,,,,,,,,,,,14.0,,,,,,,10.0,,,,,,,,,,7.0,3.0,,,,,,,158.0,,,,,,,,,,,,173.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,36.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,115.0,,,0.0
2743,,"13 Pont Saint-Cyprien, 86000 Poitiers, France",,76,,,,50.0,,30.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,3.0,,15.0,,,,,,,,8.0,,,
2744,Switzerland,Sense_Törishaus_g-cubes,,41,Pebbels,,,1.0,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2745,Switzerland,Sense_Törishaus_g-cubes,,41,Pebbels,,,,,2.0,,,,,,,,,,,,,,,,,,,22.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,Switzerland,Sense_Törishaus_g-cubes,,41,Pebbels,,4.0,4.0,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,36.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,14.0,,1.0,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,3.0,,1.0,5.0,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,
2747,,Woodland Park,Unknown,426,Other (mixed),,,,,,2.0,,,,,,,,,,,,1.0,,,,,,8.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,
2748,,Woodland Park,Unknown,426,Other (mixed),,,4.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2749,Denmark,Lejre Vig II,North-east Atlantic Ocean,100,Rocky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2750,Denmark,Lejre Vig II,North-east Atlantic Ocean,100,Rocky,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,8.0,,,,,,,
2751,Denmark,Lejre Vig II,North-east Atlantic Ocean,100,Rocky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,Denmark,Lejre Vig II,North-east Atlantic Ocean,100,Rocky,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2753,Italy,"Cala Sala - Cala Incina, Polignano a Mare (BA)",Mediterranean Sea,100,,,,,,,16.0,4.0,,,,1.0,,,,,,,2.0,,,,,,5.0,,,,,,4.0,,,,,,,,,,2.0,,,2.0,1.0,,,,1.0,4.0,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,,,,,
2754,France,"33 Boulevard Albert 1er, 76400 F?camp, France",North-east Atlantic Ocean,750,,,22.0,,,27.0,43.0,,64.0,,,,,,,,,,8.0,,,,,3.0,550.0,,,63.0,5.0,12.0,8.0,4.0,5.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,487.0,,,19.0,,,,,,,,,,,,,,,18.0,,75.0,,,,,,,,29.0,,,0.0
2755,,"1 Rue de la Grange, 65460 Bours, France",Unknown,350,,,113.0,,,212.0,228.0,,50.0,,,25.0,,,,,,,76.0,,,,,16.0,9.0,,,48.0,11.0,18.0,32.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,40.0,,672.0,,,,,,,,,,,,6.0,,,,,25.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,0.0
2756,,"Silvermine beach, near Porthpean",North-east Atlantic Ocean,68,Pebbels,,,,,18.0,10.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,21.0,,6.0,,,,,,,,,,,,,,,,,,7.0,29.0,,,,12.0,,,,,,,,,,,,1.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2757,Denmark,MSFD Skagen,North-east Atlantic Ocean,99,Other (mixed),,2.0,4.0,,3.0,5.0,,3.0,,1.0,1.0,,,1.0,,,,3.0,1.0,3.0,1.0,,,,3.0,,15.0,,,,,,,,,1.0,,2.0,,,,,7.0,56.0,,2.0,,11.0,,,,1.0,,,,,2.0,2.0,,,,1.0,,7.0,,,,,40.0,,,,,,,,,,,,12.0,,,,,,,,,4.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,2.0,,,,3.0,,,4.0
2758,Denmark,MSFD Skagen,North-east Atlantic Ocean,99,Other (mixed),,,10.0,,1.0,,,1.0,,,2.0,,,,,,,4.0,3.0,5.0,7.0,,1.0,2.0,3.0,,12.0,2.0,3.0,1.0,1.0,4.0,,,,,,1.0,,,,,1.0,168.0,,8.0,1.0,3.0,,,,,,,,,3.0,5.0,,,4.0,,,7.0,,,135.0,1.0,4.0,,,,,,,,,1.0,,,34.0,,,,,,,,2.0,10.0,,,,,,,,,2.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,1.0,,,15.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,2.0,,1.0,3.0,,,19.0,,,,34.0,1.0,,
2759,Denmark,MSFD Skagen,North-east Atlantic Ocean,99,Other (mixed),,5.0,8.0,,,,,1.0,,,,,,,,,,6.0,,4.0,3.0,,,1.0,4.0,,3.0,,4.0,,,7.0,,1.0,,,,1.0,,,,,1.0,124.0,,63.0,,6.0,1.0,,,,1.0,,,1.0,3.0,7.0,,,4.0,,,11.0,,,52.0,,1.0,,,,,,,,,1.0,,,37.0,,,,,,,,3.0,7.0,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,2.0,,,6.0,35.0,,,,1.0,,,5.0
2760,Denmark,MSFD Skagen,North-east Atlantic Ocean,99,Other (mixed),2.0,3.0,43.0,,18.0,11.0,26.0,209.0,1.0,6.0,52.0,1.0,,6.0,24.0,,1.0,559.0,660.0,434.0,99.0,4.0,111.0,3.0,91.0,21.0,296.0,,122.0,28.0,12.0,149.0,,2.0,1.0,3.0,,72.0,,,,1.0,176.0,1706.0,,18.0,,33.0,,,4.0,32.0,109.0,1.0,,1.0,,91.0,,,356.0,20.0,,189.0,,,1127.0,48.0,473.0,,,,,,,,1.0,,,,689.0,2.0,14.0,,13.0,15.0,1.0,,,175.0,3.0,,1.0,1.0,,,,,71.0,11.0,4.0,,1.0,2.0,1.0,,62.0,12.0,,1.0,1.0,,,,,,,2.0,5.0,2.0,3.0,5.0,,,,2.0,,38.0,47.0,5.0,,,,11.0,,,,,,9.0,,,1.0,,,,,,19.0,,11.0,10.0,5.0,,4.0,,,,9.0,11.0,,43.0
2761,Italy,San Teodoro La Cinta,Mediterranean Sea,99,,,2.0,2.0,2.0,,,,,,,,,,,1.0,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,2.0,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,1.0,1.0,1.0,1.0,,
2762,France,La Barre,North-east Atlantic Ocean,102,Sandy,,,,,76.0,,,17.0,,,,,,,,,,24.0,,,,,,1.0,3.0,,22.0,,6.0,7.0,2.0,,,,,,,,,,,,,11.0,,1.0,,26.0,,,,,,1.0,,,,,,,2.0,,,11.0,,,813.0,,95.0,,,,,,,,,2.0,,,5.0,3.0,,,1.0,12.0,,,,3.0,,,1.0,,,,,,15.0,14.0,,,,,,,3.0,1.0,,,,2.0,,,30.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,5.0,1.0,2.0
2763,Italy,"Spiaggia di Montelungo, Gela (CL)",Mediterranean Sea,100,,,2.0,2.0,,22.0,19.0,12.0,1.0,,2.0,,2.0,1.0,,,1.0,,39.0,,,,,1.0,,,,1.0,,3.0,8.0,,,,,,,,,,,,,3.0,4.0,,,,,,8.0,,1.0,,2.0,,3.0,1.0,32.0,,1.0,2.0,2.0,,1.0,7.0,1.0,,,,,,,,,,,,,,,47.0,1.0,1.0,,,2.0,,,1.0,1.0,,,1.0,,,,,,6.0,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,3.0,,,,,4.0,1.0,,,,,,,1.0,,,,,,,9.0,,1.0,,,,,,,,,
2764,Georgia,Batumi,Black Sea,918,Pebbels,,0.0,1.0,,1.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2765,Georgia,Batumi,Black Sea,918,Pebbels,,36.0,11.0,,15.0,34.0,,6.0,,,,,,,,,,73.0,,,,,,195.0,,,14.0,,,,11.0,14.0,,,,,,,,1.0,,,,9.0,,14.0,,,,,,,,,,,,,,,,,,4.0,44.0,,,,6.0,,,,,,,,,,,,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
2766,Georgia,Batumi,Black Sea,918,Pebbels,,0.0,4.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2767,Georgia,Batumi,Black Sea,918,Pebbels,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,3.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2768,Bulgaria,Kamchiyski pyasatsi,Black Sea,239,Sandy,,8.0,4.0,,12.0,18.0,,,,,,,,,,,,25.0,,,,,,,,,6.0,,,9.0,1.0,7.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,28.0,25.0,,,,15.0,,,,,,,,,,,,,,,,,,,,26.0,,,,,,1.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,,,,,,,,,
2769,Bulgaria,Kamchiyski pyasatsi,Black Sea,239,Sandy,,4.0,2.0,,6.0,2.0,,3.0,,,,,,,,,,37.0,,,,,1.0,1.0,,,8.0,,,5.0,,3.0,,,,,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,2.0,54.0,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,
2770,Bulgaria,Kamchiyski pyasatsi,Black Sea,239,Sandy,,33.0,38.0,,22.0,15.0,,6.0,,,,,,,,,,100.0,,,,,1.0,50.0,,,45.0,,,28.0,27.0,16.0,,,,,,,,,,,,8.0,,2.0,,,,,,,,,,,,,,,,14.0,,6.0,78.0,,,,9.0,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,43.0,,,,,,,,,,,,,,,,,,,9.0,,,,,6.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,2.0,,,,,,,,22.0,,,
2771,Bulgaria,Kamchiyski pyasatsi,Black Sea,239,Sandy,,3.0,2.0,,17.0,35.0,3.0,14.0,3.0,4.0,1.0,,,,,,,54.0,,,,,1.0,8.0,1.0,,52.0,,1.0,17.0,,6.0,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,,29.0,13.0,,,,33.0,,,,,,,,,,,,,,2.0,,,1.0,,,39.0,8.0,,,,,,2.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,,,,,,11.0,,,
2772,Denmark,"Sønderø, Roskilde Vig",North-east Atlantic Ocean,99,Pebbels,,2.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,2.0,,1.0,1.0,,,5.0,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,1.0,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2773,Denmark,"Sønderø, Roskilde Vig",North-east Atlantic Ocean,99,Pebbels,,,2.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,7.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2774,Denmark,"Sønderø, Roskilde Vig",North-east Atlantic Ocean,99,Pebbels,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,1.0,,,2.0,,,6.0,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
2775,Spain,"Norte de Gandía, Valencia/València",Mediterranean Sea,100,Sandy,1.0,1.0,,,3.0,,,1.0,,,,,,,,,,3.0,,,,,,12.0,,,8.0,,,,,3.0,,,,,,,,,,,,5.0,1.0,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,1.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,2.0,1.0,,,,,,3.0,,,,,,2.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
2776,Switzerland,Sihl_Zuerich_ScherfS,,19,Rocky,,,,,1.0,,,,,,,,,,,,,,,,,,,17.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,1.0,,,,,,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,5.0,,,,1.0,,,,3.0,,2.0,
2777,Switzerland,Sihl_Zuerich_ScherfS,,19,Rocky,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,
2778,Switzerland,Sihl_Zuerich_ScherfS,,19,Rocky,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,
2779,Switzerland,Sihl_Zuerich_ScherfS,,19,Rocky,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,
2780,Switzerland,Sihl_Zuerich_ScherfS,,19,Rocky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,Spain,"Cala del Moral, Málaga",Mediterranean Sea,100,Sandy,,1.0,,,4.0,,1.0,1.0,,,1.0,,,,,,,4.0,,,,,,2.0,,,5.0,,,,,5.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,
2782,Spain,"Cala del Moral, Málaga",Mediterranean Sea,100,Sandy,,4.0,,,4.0,,,2.0,,,,,,,,,,4.0,,,,,,100.0,,,2.0,,,,,4.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,4.0,8.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,4.0,,2.0,,,,6.0,60.0,3.0,,,1.0,,,5.0,,,4.0,,,20.0,4.0,3.0,40.0,,,,,,,,,,,,,,,,,20.0,,,,,,,,,2.0,3.0,
2783,Spain,"Cala del Moral, Málaga",Mediterranean Sea,100,Sandy,,3.0,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,0.0,,1.0,,1.0,,,,,,,,,5.0,3.0,,,,,,3.0,,,,,,,,,,,1.0,,1.0,,,,2.0,,,,,1.0,,
